Wed, 07 Sep 2016 23:14:59:Insert_mysql_Efforttime.py[line:29] INFO Connect Redis OK!
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22333739', u'2016-09-02 11:36:43', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:38:27']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21615035', u'2016-08-16 13:03:01', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 17:18:45', u'oe-zhangyuan-china', 15, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 14:32:44', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 13:54:07', u'oe-yanghongsheng-china', 80, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 13:22:01', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 11:25:02', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614630', u'2016-08-16 11:03:32', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:48:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21614560', u'2016-08-16 11:51:53', u'oe-JiangShiXun-china', 35, u'2016-09-07 22:48:09']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21612608', u'2016-08-16 16:55:41', u'oe-yangwenting-china', 40, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21612608', u'2016-08-16 16:12:35', u'oe-lichuangcheng-china', 20, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21612608', u'2016-08-16 11:26:27', u'oe-JiangShiXun-china', 60, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21612608', u'2016-08-16 09:58:39', u'oe-yanghongsheng-china', 30, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21583065', u'2016-08-16 09:07:59', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21583065', u'2016-08-15 20:39:56', u'oe-zhangyuan-china', 90, u'2016-09-07 22:48:13']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-18 16:07:48', u'oe-zhanglianhui-china', 60, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-18 01:52:20', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-18 01:05:41', u'oe-guofei-china', 20, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-17 16:23:15', u'oe-lichuangcheng-china', 35, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-17 09:24:39', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 16:14:59', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 16:10:41', u'oe-fanSongchen-china', 15, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 09:04:41', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 08:31:19', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 00:29:14', u'oe-zhanglianhui-china', 150, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-16 00:28:27', u'oe-luowei-china', 30, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-15 23:12:52', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-15 20:54:32', u'oe-lichuangcheng-china', 130, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21578897', u'2016-08-15 17:10:21', u'oe-lichuangcheng-china', 20, u'2016-09-07 22:48:14']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21575173', u'2016-08-17 10:25:57', u'oe-yangwenting-china', 60, u'2016-09-07 22:48:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21575173', u'2016-08-15 17:37:48', u'oe-zhangyuan-china', 60, u'2016-09-07 22:48:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21575173', u'2016-08-15 16:05:10', u'oe-YueZhao-china', 30, u'2016-09-07 22:48:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-17 16:25:23', u'oe-lichuangcheng-china', 45, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-17 10:19:30', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-16 16:40:38', u'oe-lichuangcheng-china', 15, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-16 09:06:19', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-16 08:20:55', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-16 02:46:30', u'oe-luowei-china', 60, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-16 00:37:10', u'oe-luowei-china', 30, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-15 23:13:06', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-15 17:59:38', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-15 16:41:44', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-15 16:35:34', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21574822', u'2016-08-15 16:02:50', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571639', u'2016-08-16 09:09:41', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571639', u'2016-08-15 16:49:40', u'oe-yangwenting-china', 30, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571639', u'2016-08-15 14:54:39', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571639', u'2016-08-15 14:34:49', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571639', u'2016-08-15 14:31:52', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:48:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-23 14:20:41', u'oe-yangwenting-china', 10, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-23 00:25:54', u'oe-fansongchen-china', 25, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-22 09:32:13', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-21 07:58:43', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-20 14:40:54', u'oe-luowei-china', 20, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-20 07:29:55', u'oe-guofei-china', 40, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-20 02:10:59', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-19 11:14:24', u'oe-luowei-china', 30, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-19 01:02:47', u'oe-guofei-china', 30, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-18 11:38:50', u'oe-liushuqian-china', 20, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-18 01:10:04', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-17 15:35:09', u'oe-yuezhao-china', 60, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-16 09:01:13', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-16 08:54:58', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-16 01:41:22', u'oe-luowei-china', 60, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-15 17:03:53', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-15 14:41:05', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21571238', u'2016-08-15 14:29:49', u'oe-YueZhao-china', 60, u'2016-09-07 22:48:19']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-24 09:17:39', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-24 03:12:49', u'oe-luowei-china', 20, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-22 08:32:55', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-21 07:57:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-20 14:38:52', u'oe-luowei-china', 20, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-19 11:23:50', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-19 01:05:24', u'oe-guofei-china', 30, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-18 14:13:34', u'oe-LiuShuqian-china', 120, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-17 11:24:37', u'oe-LiuShuqian-china', 30, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-16 16:34:13', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-16 04:57:42', u'oe-luowei-china', 20, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-15 23:13:31', u'oe-lichuangcheng-china', 20, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-15 15:02:19', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-15 14:45:07', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21570998', u'2016-08-15 14:33:51', u'oe-liushuqian-china', 40, u'2016-09-07 22:49:02']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 17:25:02', u'oe-lichuangcheng-china', 0, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 17:24:53', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 17:16:43', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 17:12:57', u'oe-lichuangcheng-china', 34, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 13:28:21', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21569397', u'2016-08-15 12:56:07', u'oe-yanghongsheng-china', 16, u'2016-09-07 22:49:07']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-16 14:50:43', u'oe-yuezhao-china', 75, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-16 08:59:41', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-16 05:09:08', u'oe-luowei-china', 20, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-16 00:36:13', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-15 23:13:43', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-15 15:00:36', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21566516', u'2016-08-15 11:24:01', u'oe-YueZhao-china', 60, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-22 08:43:20', u'oe-yanghongsheng-china', 5, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-22 08:30:08', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-21 07:56:10', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-20 14:35:23', u'oe-luowei-china', 20, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-19 09:27:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-19 01:11:48', u'oe-guofei-china', 20, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-18 11:02:49', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-17 09:20:26', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-17 04:04:48', u'oe-luowei-china', 20, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-16 16:33:22', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-16 16:16:11', u'oe-fanSongchen-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-16 08:57:18', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-16 05:36:05', u'oe-luowei-china', 20, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-15 23:14:24', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-15 17:40:22', u'oe-zhangyuan-china', 10, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-15 11:45:53', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-14 15:25:23', u'oe-fansongchen-china', 205, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-14 12:56:26', u'oe-liushuqian-china', 5, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21537259', u'2016-08-14 12:30:37', u'oe-liushuqian-china', 10, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21529879', u'2016-08-14 08:39:33', u'oe-liushuqian-china', 35, u'2016-09-07 22:49:08']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21512301', u'2016-08-14 15:24:14', u'oe-fansongchen-china', 50, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21512301', u'2016-08-14 14:04:06', u'oe-liushuqian-china', 200, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21512301', u'2016-08-13 21:29:31', u'oe-guofei-china', 60, u'2016-09-07 22:49:15']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-31 16:01:36', u'oe-zhangyuan-china', 120, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-30 23:12:38', u'oe-JiangShiXun-china', 100, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-29 22:52:35', u'oe-luowei-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-29 17:17:39', u'oe-luowei-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-27 17:24:12', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-25 22:16:10', u'oe-JiangShiXun-china', 50, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-24 18:08:53', u'oe-guofei-china', 30, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-23 23:33:06', u'oe-guofei-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-22 22:00:41', u'oe-zhangyuan-china', 100, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-20 21:54:42', u'oe-yuezhao-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-18 15:58:01', u'oe-luowei-china', 120, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-17 20:41:58', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-16 17:14:46', u'oe-zhangyuan-china', 50, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-16 09:37:26', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-15 23:00:52', u'oe-zhangyuan-china', 100, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-14 21:08:44', u'oe-guofei-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-13 17:07:49', u'oe-guofei-china', 60, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21477152', u'2016-08-12 23:14:12', u'oe-JiangShiXun-china', 120, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21469684', u'2016-08-15 11:04:51', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21469684', u'2016-08-15 09:48:41', u'oe-yanghongsheng-china', 40, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21469684', u'2016-08-12 20:43:13', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21469684', u'2016-08-12 18:49:24', u'oe-guofei-china', 90, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21467559', u'2016-08-12 17:07:10', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21467559', u'2016-08-12 16:47:27', u'oe-yuezhao-china', 30, u'2016-09-07 22:49:16']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21467271', u'2016-08-17 10:03:52', u'oe-yuezhao-china', 60, u'2016-09-07 22:49:17']
